brand,verdict,marks_found,origin,rough_count,evidence_url,searched,notes
Massimo Dutti,names_technology,Masters of FLAX FIBRE(R) / European Flax-Linen; REGENAGRI(R); STARFIT(R); 'technical fabric',licensed,"1689 men's products (US store), all read; Masters of FLAX FIBRE(R) 180, REGENAGRI(R) 21, STARFIT(R) 2; technical fabric 24, breathable 65, thermal 19, water-repellent 4 (vs cashmere 154, elastane 137, polyamide 135)",https://www.massimodutti.com/us/men/polos-n1407,"catalogue census via the site's own JSON API (no US sitemap exists - sitemap-index-products-md.xml lists 27 country files, none US). store 34009527 / catalog 30359506 harvested from the site's own network calls; category tree /itxrest/2/catalog/store/34009527/30359506/category (v3 returns 404) -> root MEN id 1864542 -> 280 men's categories -> /itxrest/3/.../category/{id}/product = 1689 unique men's productIds -> /itxrest/3/.../productsArray in 20-id batches (~66KB per product) for descriptions, compositions and care. live: cotton 316/600 AND jacket 117/600 on a 600-product slice; null: zzzqqxwv 0/600; channel: 'wash' 545/600, longDescription non-empty on 1202/1689, compositions on nearly all.","Marks came ONLY from the trademark-symbol harvest, not the term list. Masters of FLAX FIBRE(R) (Alliance for European Flax-Linen) and REGENAGRI(R) are third-party CERTIFICATION marks carried in the per-product 'CERTIFIED MATERIALS' block - licensed, not house, and arguably certification rather than technology; STARFIT(R) (2 products) is the only possible house mark. 'Technical fabric' is a generic phrase in longDescription ('Long parka made of technical fabric'), not a name. No gore-tex/primaloft/thinsulate/coolmax/membrane hits at all. Akamai 403s the productsArray endpoint under load; the run was paced at 4 concurrent batches after a cooldown, and every 403 batch was retried."
Peter Millar,names_technology,Summer Comfort; Crown Sport; Crown Crafted; Crown Comfort; Excursionist; Perth; Seaside; Hyperlight; four-way stretch; UPF; TENCEL,both,"650 men's PDPs read; product-detail-slice DF: Crown Sport 287, Crown Crafted 279, four-way stretch 187, UPF 109, Summer Comfort 62, Excursionist 45, Crown Comfort 11, Perth 9, Seaside 3, Hyperlight 1; TENCEL 2, membrane 11, waterproof 6",https://www.petermillar.com/c/icons/summer-comfort-polos,"catalogue census (no Shopify feed - /products.json returns 410). sitemap_index.xml -> sitemap_0-product.xml = 2099 product URLs all-gender; men's corpus built from the 59 men's/golf-men categories in sitemap_2-category.xml paged ?sz=300&start=N to exhaustion = 650 unique men's PDPs, all fetched as server HTML (avg 313KB). live: cotton 11/40 AND wool 7/40 on a 40-PDP subsample; null: zzzqqxwv 0/40; channel: 'machine wash' 19/40 and avg 4.6KB of product-detail text per page, so descriptions and care are present in what was searched.","METHOD CHECK PASSED - Summer Comfort found with its siblings (62 men's products vs the precedent's 51; my corpus is a superset that also includes golf and accessories categories). Counts are from the PRODUCT-DETAIL SLICE, not whole-page grep: a whole-page grep scored Summer Comfort, Crown Sport and Crown Crafted on 650/650 because all three sit in the global nav dropdown. Crown Sport/Crown Crafted/Summer Comfort/Crown Comfort/Excursionist/Perth/Seaside/Hyperlight are house fabric-and-performance lines carried in the breadcrumb and body copy; TENCEL (2) is composition_only. NOTE for the symbol-harvest method: Peter Millar uses NO trademark symbols at all (0 x TM/(R)/&trade;/&reg; on a 314KB PDP), so its house vocabulary is only reachable by capitalized-phrase harvesting inside the detail slice."
Polo Ralph Lauren,names_technology,PUREPRESS(R); Better Cotton(R); 3M Thinsulate(R); CORDURA(R); COOLMAX(R); Vibram(R); Super-LumiNova(R); British Millerain(R); Alsavel(R); water-repellent; four-way stretch; moisture-wicking,both,"1718 of 3245 men's PDPs read (throttled), 797 of them Polo Ralph Lauren; within those 797: Better Cotton(R) 36, PUREPRESS(R) 3, 3M Thinsulate(R) 3, Vibram(R) 2, Super-LumiNova(R) 2, COOLMAX(R) 1, CORDURA(R) 1, British Millerain(R) 1, Alsavel(R) 1; water-repellent 21, moisture-wicking 14, four-way stretch 6, UV protection 5, breathable 32",https://www.ralphlauren.com/men-clothing-sweaters/cable-knit-cashmere-cardigan/100082615.html,"catalogue census. robots.txt -> /index -> /seocontent?n=productsitemap_0 = 9939 product URLs; 3245 are /men-*; PDP server HTML fetched and sliced to the product-detail window ('Product Details' .. 'Style Number', avg 4.25KB of text, 0 pages with no slice). live: TWO unrelated controls, collar 3/5 and 'Imported' 4/5 on a paced subsample (cotton NOT used - see notes); null: zzzqqxwv 0/5; channel: product-detail slice averaged 4.25KB of real description/composition/care text across all 797 Polo pages, 0 empty.","SUB-LINE ISOLATION: every RL PDP carries a per-product datalayer field ""productBrand"", so the Polo line was isolated by exact match on ""Polo Ralph Lauren"" and the other sub-lines dropped: of 1718 men's pages read, Ralph Lauren Vintage 236, Purple Label 209, RRL 193, Big & Tall 112, RLX 42, Vintage Curated by Double RL 16, Create Your Own 19, plus Authentic Makers / Heritage / American Western. POISONED CONTROL CONFIRMED: 'cotton' matched 5/5 whole pages and 'cotton picker' also matched 5/5, i.e. the blocklist is embedded in every page - the two live controls above were used instead, and the product-detail slice de-poisons it (cotton 3/5 in-slice vs 5/5 whole-page). PUREPRESS is the house mark (Polo's non-iron cotton treatment, 'with cotton PUREPRESS(R)'); everything else is licensed. New Era(R)/MLB(R)/club marks were harvested too but are sports licences, not fabric, and were excluded from marks_found. COVERAGE CAVEAT: ralphlauren.com throttles - 1527 of 3245 men's URLs returned a 307 bot-challenge interstitial (5.7KB) rather than a page, so this is a 53 percent read, not exhaustive; the verdict does not depend on the missing half but the counts are floors."
Ted Baker,names_technology,TENCEL; LYCRA; BCI (Better Cotton Initiative),licensed,"1302 products in feed, 599 men's, 598 men's PDPs read; TENCEL 4, LYCRA 3, BCI 5 (vs cotton 337, wool 168, elastane 94, nylon 24, merino 5)",https://www.tedbaker.com/products/ganmo-navy-blue,"catalogue census, Shopify. Root /products.json is throttled to 38 products, so /collections/all/products.json?limit=250 paged 1-6 to exhaustion = 1302 (page 7 empty), sanity-checked against the storefront sitemap (the 4 per-locale product files hold 449+250+442+162 = 1303 URLs; the index just repeats them for 6 locales), so the feed is not silently capped. Men's = tag 'Menswear' = 599; 598/599 PDP server HTMLs fetched (~1MB each) and the COLLAPSED 'Fabric & Care' accordion sliced out (avg 1.4KB of text). live: cotton 337/598 AND wool 168/598; null: zzzqqxwv 0/598; channel: 'dry clean' 341/598, so composition and care text is present in what was searched.","Weakest of the six. ZERO trademark symbols in any product slice - the only (R) on the site is the footer legal line 'Ted Baker(R) is a trademark of ABG-TB IPCO (UK) Limited', so the symbol harvest adds nothing. No house fabric or technology name at all, and no gore-tex/membrane/waterproof/primaloft/thinsulate/coolmax hits. TENCEL is named in description copy ('Breathable Tencel fabric', 'Lightweight lyocell fabric'), so it is not purely a composition line; LYCRA and BCI are composition_only. Multi-brand note: Ted Baker's Shopify vendor field holds the LICENSEE MANUFACTURER, not another consumer label (New Lobster Limited 687, Licensee BCI Chaus 267, Licensee Peerless 106, United Legwear 63, Licensee Aldo 41, Jack Victor 31) - all goods are Ted Baker branded, so separation was by gender tag, not vendor."
Vineyard Vines,names_technology,Sankaty; On-The-Go; Saltwater; brrr; Dreamcloth(R); Shep Shirt(R); Edgartown; Harbor Shirt; THERMOLITE(R); COOLMAX(R); REPREVE(R); Basolan; TENCEL,both,"723 men's PDPs read; Sankaty 111, Shep Shirt 31, On-The-Go 21, Saltwater 21, brrr 13, Edgartown 3, Harbor Shirt 3, Basolan 2; THERMOLITE(R) 4, REPREVE(R) 4, COOLMAX(R) 3, TENCEL 1; plus performance 127, breathable 122, moisture-wicking 49, UPF 44, water-repellent 9",https://www.vineyardvines.com/product/mens-polos/bradley-stripe-sankaty-polo/1G010159.html,"catalogue census (not Shopify - /products.json returns HTML). robots.txt -> sitemap_0.xml = 2202 URLs, 1513 products; gender is in the URL path, /product/mens-* = 723 men's PDPs, all fetched as server HTML (1.7MB each). Product-detail slice = the per-product JSON-LD Product description+name (avg 330 chars of clean copy). live: cotton 10/40 AND fit 9/40 on a 40-PDP subsample of the same channel; null: zzzqqxwv 0/40; channel: JSON-LD descriptions present on 702/723 and they carry fabric copy ('ultrafine Basolan Merino Wool').","House performance fabrics confirmed as the task expected: Sankaty (111 men's products), On-The-Go (21), Saltwater (21), brrr (13), plus Dreamcloth(R), Shep Shirt(R), Edgartown, Harbor Shirt. The LICENSED marks - THERMOLITE(R), REPREVE(R), COOLMAX(R) - were found ONLY by the trademark-symbol harvest; none is on the term list. Global-nav warning applies hard here: a whole-page grep scores On-The-Go 107x and Dreamcloth(R) 10x on the HOMEPAGE, so homepage marks were taken as a nav baseline and subtracted, and all counts above are the per-product slice. Basolan (2) is a licensed shrink-resist wool treatment; TENCEL (1) is composition_only. Dreamcloth(R) is real but appears in nav/collection copy rather than in any of the 723 men's JSON-LD descriptions."
Samsøe Samsøe,names_technology,"GORE-TEX; WINDSTOPPER; PrimaLoft; Thermore (EVOdown, ThermoPlume); TENCEL; LENZING ECOVERO; Naia; CIRCULOSE; European Flax; Manteco MWool; Oleatex",licensed,"66 of 728 men's+women's styles hit the term list; TENCEL 48, LENZING ECOVERO 44, GORE-TEX 8, WINDSTOPPER 6, Thermore 5, PrimaLoft 4, European Flax 14, Manteco 13, Naia 5, CIRCULOSE 2, Oleatex 1",https://www.samsoe.com/en-US/product/sagavin-shirt-jacket-15821-major-brown,"CATALOGUE CENSUS: no products.json (Next.js). robots.txt -> /sitemap_index.xml -> 42 locale product sitemaps; took en-US/sitemap/products.xml = 1133 product URLs, deduped by style number to 728 styles, all fetched as server HTML and grepped raw with word-boundary regexes + a trademark-symbol harvest. LIVE: cotton 344/728, wool 168/728 (two unrelated controls, both real). NULL: zzzqqxwv 0/728. CHANNEL: server HTML carries both the marketing description and the composition line (verified: '79% Organic cotton, 20% Recycled cotton, 1% Elastane'). Discarded 'jacket' as a live control - it matched 728/728 because the global nav lists Jacket categories on every page.","All marks are third-party; no house fabric/technology name and no fabrics page found. Thermore verified as a real hit, not the 'furthermore' false positive (lookbehind blocks it; TM harvest independently returned 'Padded with THERMORE®' and 'from Thermore EVOdown'). TENCEL / LENZING ECOVERO / Naia / CIRCULOSE / European Flax appear in description prose as well as composition lines, so NOT composition_only. Single-brand site, no multi-brand separation needed. Term counts are per style (deduped), not per colourway."
Norse Projects,names_technology,GORE-TEX; GORE-TEX WINDSTOPPER; Pertex Quantum; CORDURA; SOLOTEX; Alpinix; 37.5; TENCEL,licensed,"34 of 447 products carry a performance mark (47 of 447 including TENCEL); GORE-TEX 10, WINDSTOPPER 7, Cordura 5, Pertex 3, 37.5 6, Alpinix 6, SOLOTEX 2, TENCEL 13",https://www.norseprojects.com/products/fyn-0-gore-tex-insulated-jacket-black,"CATALOGUE CENSUS: Shopify /products.json?limit=250 paged to exhaustion - page 3 returned empty, total 447 products; grepped the raw JSON (body_html included) with word-boundary regexes + trademark-symbol harvest. LIVE: cotton 269/447, wool 79/447. NULL: zzzqqxwv 0/447. CHANNEL: body_html descriptions present in the feed (verified). Also confirmed /collections/gore-tex exists in the collections sitemap.","Single vendor field value ('Norse Projects') across all 447 products, so no multi-brand separation was required. All marks licensed; no house fabric name surfaced. Alpinix is a third-party (Japanese mill) taffeta mark, paired with 37.5 in the style name 'Hestur Relaxed Alpinix 37,5 Wool Trouser'; 'Fyn', 'Froan', 'Trysil', 'Hestur' etc. are garment/style names, not fabrics - decided because each is the model name slot in title 'X <fit> <fabric mark> <garment>' and none recurs as a material across garment types."
Vince,none,"none (the only trademarked material name in the men's corpus, Acetate Renew™, is on stocked CHIMI eyewear - not Vince's)",none,0,https://www.vince.com/men-clothing/,"PER-PDP CENSUS of the whole men's catalogue (no product feed - Salesforce Commerce Cloud). Harvested men's PDP URLs from the SFCC category grids /men-clothing/, /men-shoes/, /men-accessories/, /men-new-arrivals/, /men-sale/ with ?sz=100&start= paged until no new URLs = 883 men's PDPs, every one fetched as server HTML and grepped raw + trademark-symbol harvest. Cross-checked against /sitemap_index.xml -> sitemap_0-product.xml (2514 URLs, not gender-separable). LIVE: cotton 279/883, wool 125/883, linen 60/883 (three unrelated controls). NULL: zzzqqxwv 0/883. CHANNEL: server HTML carries the composition ('100% Pima cotton') and the full description prose (verified by stripping tags and reading the product copy). Also read the PLP refinement list.","Zero is a real zero - all three controls pass. MULTI-BRAND SEPARATION: Vince stocks other labels and there is no vendor field on SFCC, so I split on the product-title/URL prefix (e.g. citizens-of-humanity-*, chimi-*). The only ® / ™ mark anywhere in 883 pages was 'Acetate Renew™' on 4 CHIMI sunglasses PDPs - a stocked eyewear brand, excluded. Vince's own 'Fabrication' filter facet offers only Cotton, Linen, Leather & Suede, Cashmere, Wool, Nylon - all generic fibres, no branded technology. 'Pima cotton' is the generic fibre descriptor, not the Supima® mark."
Rails,names_technology,TENCEL; Lycra,licensed,"men's: TENCEL 13 of 321 men's styles, Lycra 0; whole RAILS catalogue: TENCEL 95 of 1959, Lycra 13 of 1959",https://www.rails.com/products/merced-golf-polo-shirt-heather-grey-stripe,"CATALOGUE CENSUS: railsclothing.com 301-redirects to rails.com (Shopify). /products.json?limit=250 paged to exhaustion - page 9 returned empty, total 1966 products; grepped raw JSON incl. body_html + trademark-symbol harvest. LIVE: cotton 1077/1959, linen 250/1959, shirt 517/1959. NULL: zzzqqxwv 0/1966. CHANNEL: body_html carries a DETAILS description plus the composition line (verified). Also walked /sitemap.xml: 389 pages+collections, none matching fabric|tech|innovat|material.","MULTI-BRAND SEPARATION on the Shopify vendor field: RAILS 1962, LSPACE 3, 99minds 1 (gift cards); additionally excluded product_type 'NON-RAILS' - net 1959 house products. Men's isolated on product_type 'MEN' plus men-only tags = 321. FIBRE BRANDS ONLY - no membrane, no insulation, no house fabric name anywhere. Lycra is composition_only (and women's-only). TENCEL is NOT composition_only: it appears in description prose, e.g. the Merced Golf Polo's 'The Tencel-poly blend's moisture-wicking properties help manage sweat'. Flagging for the main thread - if fibre brands don't count, this brand is a none."
Club Monaco,names_technology,CMTECH Collection (house); CORDURA; COOLMAX; ECONYL; Lycra; Manteco,both,"men's: CMTECH 5 of 179, CORDURA 3, COOLMAX 1; whole house catalogue: ECONYL 2, Lycra 5, Manteco 1 (women's)",https://www.clubmonaco.com/products/cm-travel-suit-trouser-795100703-110,"CATALOGUE CENSUS: Shopify /products.json?limit=250 paged to exhaustion - page 4 returned empty, total 511 products; grepped raw JSON incl. body_html + trademark-symbol harvest. LIVE: cotton 204/503, wool 85/503, linen 51/503. NULL: zzzqqxwv 0/511. CHANNEL: body_html carries description prose plus the bulleted detail list where the marks live (verified - the CORDURA mark sits inside an <li> in the detail list, which is exactly the collapsed-accordion case the method warns about).","HOUSE MARK FOUND: 'Club Monaco Engineered with CMTECH Collection: CORDURA® Advanced Fabric; two-way stretch; travel-friendly' on 5 men's styles (CM Travel Suit trouser + blazer, poplin shirt jacket, pique oxford knit shirt). Hence origin=both. MULTI-BRAND SEPARATION on the Shopify vendor field: CLUB MONACO 503, MOTHER 7 (stocked denim), 99minds 1 (gift card); MOTHER's marks excluded. Men's isolated on the 'Men-' prefix of product_type = 179. Levi's 501 appears as a collaboration credit, not a fabric. 'CM Travel Suit' is a collection/garment name, not a fabric - the fabric named on it is CORDURA."
PAIGE,names_technology,TRANSCEND (house); Transcend Vintage (house); Supima; TENCEL; Lycra,both,"men's, product-detail slice: Transcend 108 of 318, Transcend Vintage 21 of 318 (plus Heritage 5, Rigid 2); composition-line only: Lycra 132, Supima 97, TENCEL 48",https://paige.com/products/men-lennox-pewter-stone,"PER-PDP CENSUS of the whole men's catalogue (Next.js, no products.json - /products.json returns a 404 HTML shell). /sitemap.xml -> 1001 /products/ URLs, 318 of them men's (men-* prefix), every one fetched as server HTML and grepped raw + trademark-symbol harvest, then re-counted on the product-detail slice. LIVE: cotton 313/318, linen 112/318. NULL: zzzqqxwv 0/318. CHANNEL: server HTML carries the description prose and the styleContent composition string (verified). GLOBAL-NAV CORRECTION: whole-page grep scored 'transcend' and 'denim' at 318/318 because the nav links a Transcend collection on every page; I re-counted on the product-detail slice only - the '__fabrication' field and the description <p><span> block - giving Transcend 129 fabrication-field / 31 in-description. Reported rough_count uses that slice.","HOUSE TECHNOLOGY CONFIRMED: PAIGE's fabrication field names Transcend (108), Transcend Vintage (21), Heritage (5), Rigid (2); the PDP copy reads 'cut from TRANSCEND, the world's most famous denim that revolutionized style and comfort'. I treat Transcend and Transcend Vintage as house fabric marks and Heritage/Rigid as generic denim descriptors occupying the same field, not trademarked names. Supima, TENCEL and Lycra are composition_only - each returns 0 hits in the description slice and appears only in the styleContent string (e.g. 'styleContent:100% Supima Cotton', '1%lycra'); Supima additionally appears inside a style NAME, 'Supima Crew Neck Tee'. Single-brand site, no multi-brand separation needed."
AG,names_technology,AG-ed(TM); AG Cloud Soft Denim(TM); Airluxe(TM) / Airluxe(TM) Sateen; AG Ultimate Stretch Fabric(TM); AG Vapor Wash(TM); Tencel Power Denim; Thermolite(R) Indigo Denim; TENCEL(R),both,"1098 products in feed. Product-detail counts: AG-ed 152, AG Cloud Soft Denim 105, Airluxe 27, Tencel 8, Thermolite 1, AG Ultimate Stretch Fabric 1, AG Vapor Wash 1",https://www.agjeans.com/products.json,"Channel 1 Shopify catalogue census: /products.json?limit=250 paged 1-6 to an EMPTY page (250/250/250/250/98/0) = 1098; did not stop on the short page 5. Grepped server JSON (title, body_html, product_type, tags, options) on word boundaries, plus the trademark-symbol harvest. live: cotton 291/1098 and pocket 141/1098 - two unrelated live controls, neither saturated, so neither is poisoned. null: zzzqqxwv 0/1098. channel: body_html present on 1097/1098.","Richest house vocabulary in the set. The TM harvest, not the term list, found every house mark - none of AG-ed, Cloud Soft Denim, Airluxe, Vapor Wash or Ultimate Stretch Fabric is on the term list. FIT vs FABRIC: AG titles are fit names (Tellis, Farrah, Everett, Protege, Mari, Caden, Sandra, Adria, Felix); the fabric name is what follows ""Crafted from/in"" in body_html and carries a (TM) - e.g. ""Reggie Drawstring is a Commuter Performance pant crafted in Airluxe(TM) Sateen"". Reggie is the fit, Airluxe the fabric. AG-ed(TM) is a wash/ageing process not a fabric (""finished to emulate 7 years of AG-ed(TM)"") - recorded as house technology, flagged as process. TENCEL(R) appears in a composition line (""Stretch Cotton Tencel(R)"") = composition_only; but ""Tencel Power Denim"" and ""Thermolite Indigo Denim"" are house fabric names built on a licensed fibre, so they are more than composition_only. Thermolite(R) is licensed (Advansa/INVISTA)."
Purple,names_technology,"Primaloft; Lycra (composition_only); Tencel / Carbon Zero Tencel (composition_only); ""Water Repellent"" finish descriptor",licensed,"1347 products in feed. Lycra 131, water-repellent 51, Tencel 8, Primaloft 1. Zero (TM)/(R) symbols anywhere in the corpus",https://purple-brand.com/products.json,"DOMAIN CORRECTION FIRST: the assigned domain purplebrand.com is NOT the denim house - it serves an Israeli branding/performance-marketing agency (title ""Branding and performance marketing agency | purplebrand""; /products.json 404s to HTML; /sitemap.xml is a single 2016 URL from a free sitemap generator). Censused the real house at purple-brand.com instead. Channel 1 Shopify catalogue census: /products.json?limit=250 paged 1-7 to an EMPTY page (250x5/97/0) = 1347. live: cotton 986/1347, pocket 511/1347 - two unrelated controls, neither saturated. null: zzzqqxwv 0/1347. channel: body_html present 1345/1347 and carries composition lines, so a composition-level zero would have been real.","Reported on purple-brand.com, not the assigned purplebrand.com - flagging because a flag-based screen pointed at the assigned domain would return a false zero (or a false positive from an unrelated agency site). Purple names NO house fabric at all and uses no trademark symbols anywhere in 1347 products - the only named technology is one licensed mark. MULTI-BRAND: vendor field is PURPLE BRAND / PURPLE Denim / Rise.ai; Rise.ai is the gift-card app's own product, not a stocked label, so no third-party separation was needed. Lycra (""98% Cotton / 2% Lycra"") and Tencel (""70% Cotton / 30% Carbon Zero Tencel"") are composition lines only = composition_only. Primaloft is the one genuine licensed technology name, used as a material in a garment description (""Primaloft Quilted Oversized Shirt Jacket""), not a percentage line - 1 product. ""Woven Polyester with Water Repellent"" is a generic finish descriptor, not a named technology."
Diesel,names_technology,"JoggJeans(R); TENCEL(TM); Supima; Lycra; Diesel(R) (housemark, not a technology)",both,"571 unique men's PDPs scanned. JoggJeans product-detail slice 50/571; TENCEL 10, Tencel-in-description 1, Supima 1, Lycra 2, waterproof 1 (meta description only)",https://diesel.com/en-us/man/denimcore/,"Channel 2 per-PDP census of the whole men's category - no Shopify feed (SFCC/Demandware). /en-us/search-show?cgid=diesel-man paged sz=100, start 0..1500, unique PDP URLs plateaued at 571 (new URLs stopped arriving after start=1000, so paged past the plateau to confirm). Each of the 571 PDPs fetched and its SERVER HTML grepped on word boundaries + trademark-symbol harvest. Homepage fetched first as a chrome baseline. live: cotton 475/571, pocket 85/571. null: zzzqqxwv 0/571. channel: composition/percentage text present on 571/571.","GLOBAL-NAV TRAP, and it is the whole story here: a whole-page grep scores JoggJeans(R) on 571/571 men's PDPs because it sits in the site nav and footer - the chrome baseline (homepage) confirmed Diesel(R) and JoggJeans(R) are boilerplate. I therefore report the PRODUCT-DETAIL SLICE (meta description / product name): 50 of 571 men's products are actually JoggJeans(R). Using the whole-page number would have overstated it 11x. FIT vs FABRIC: titles read ""2032 D-Krooley Joggjeans(R)"" / ""2062 D-Strukt Joggjeans(R)"" - the 4-digit code and the D- name are fit identifiers (D-Strukt = slim, D-Krooley = regular, confirmed against the fit words in the meta descriptions), while Joggjeans(R) is the fabrication trademark (denim-look stretch knit) and is the only house technology name. TENCEL(TM) and Supima appear in marketing descriptions naming the fabric (""cut from light TENCEL(TM) twill"", ""made from Supima cotton crepe jersey""), NOT only in composition lines, so they are licensed rather than composition_only. Checked /man/denim-guide/, /denim-documentary/, /denimcore/ and /sustainability/ (410) for a fabric or technology page - no marks beyond JoggJeans."
Citizens of Humanity,names_technology,"House fabric-facet names: Perform Denim; Cashmere Denim; Archive Denim; Luxury Cotton Twill; Soft Weft; Comfort Stretch; Sueded Fleece; French Terry. Licensed/fibre: Tencel Lyocell (composition_only); Supima (composition_only); Lycra (composition_only). Also ""technical fabric"" 1",both,"985 products, all 985 PDPs scanned. Fabric facet: Perform Denim 11, Archive Denim 4, Luxury Cotton Twill 3, Soft Weft 3, Comfort Stretch 3, Cashmere Denim 1. Tencel 33, Supima 3, Lycra 1. 146 distinct Fabric Content strings. ZERO (TM)/(R) symbols across all 985 PDPs",https://citizensofhumanity.com/products.json,"Channel 1 Shopify catalogue census: /products.json?limit=250 paged 1-5 to an EMPTY page (250/250/250/235/0) = 985. The feed then FAILED the channel control - composition text was present in only 17 of 985 body_html values - so a feed-level zero would have been false; escalated to fetching all 985 PDPs and grepping server HTML. live: cotton was SATURATED at 985/985 (poisoned - it appears in a site-wide fabric filter list on every page), exactly the failure mode the method warns about, so the second unrelated live control was used: pocket 81/985, partial and healthy. null: zzzqqxwv 0/985. channel: composition percentage present 980/985 at PDP level, so the PDP zero on trademark symbols is real.","Two findings worth flagging. (1) The feed would have lied: composition lines are almost entirely absent from products.json and only appear in PDP HTML under a ""Fabric Content:"" label - a census that stopped at the feed would have recorded a near-zero. (2) CoH uses NO trademark symbols anywhere in 985 PDPs, so the TM harvest returns nothing and the house vocabulary is only visible in the Shopify fabric filter facet (tags namespaced Fabric_*). Those facet values are the house fabric names and I count them per the rule that house names count, but they are unregistered descriptive labels rather than proprietary marks - a weaker claim to ""naming a technology"" than AG's or Joe's registered marks. FIT vs FABRIC: CoH titles are ""<fit> <cut> in <wash>"" (Palma Straight Long in Boulevard) - Palma is the fit, Boulevard the wash, and the fabric is named only in the Fabric_ facet and in body_html (""Crafted from cashmere denim""); nothing in the title is a fabric. SHARED PARENT: Fabric_Comfort Stretch and Fabric_Regenerative Cotton appear identically on AGOLDE - see that row."
AGOLDE,names_technology,House fabric names: Weightless; Flyweight; Weightless Stretch; Comfort Stretch; Rigid; Non Stretch; Regenerative Cotton. Licensed: LYCRA(R) / Bio-derived LYCRA(R) EcoMade fiber (AGOLDE x LYCRA(R) EcoMade Fiber Collection); Tencel Jersey / TENCEL (composition_only in percentage lines),both,"684 products, all 684 PDPs scanned. Product-detail slice: Weightless 61, Flyweight 27, Weightless Stretch 20, Comfort Stretch 17, Tencel Jersey 13, Lycra 3. Only (TM)/(R) marks are LYCRA(R) and ""Made with LYCRA(R)""",https://agolde.com/collections/lycra-ecomade-fiber-collection,"Channel 1 Shopify catalogue census: /products.json?limit=250 paged 1-4 to an EMPTY page (250/250/184/0) = 684; then all 684 PDPs fetched and server HTML grepped + trademark harvest. live: cotton 455/684, pocket 28/684 on the product-detail slice. null: zzzqqxwv 0/684. channel: composition percentage present 684/684 at PDP level.","GLOBAL-NAV TRAP, caught: the whole-page PDP grep scored Tencel 684/684 and Lycra 684/684 - i.e. 100%, which is the tell. Both were artefacts: Lycra from the header drawer element id ""HeaderDrawer-women-highlights-agolde-x-lycra(R)-ecomade-fiber-collection"", Tencel from a cross-sell recommendations JSON blob listing OTHER products' titles. Re-counted on the product-detail slice (the product's own title/body_html/tags from the feed) and the true numbers are Tencel 13 and Lycra 3. Anyone grepping whole pages here records a 100% false positive on two fibre brands. FIT vs FABRIC: AGOLDE's title convention is ""<fit> <cut> (<fabric>) in <wash>"" - e.g. ""Harper Straight Jean (Weightless Stretch) in Radius"". Harper is the fit, Radius the wash, and the PARENTHETICAL is the fabric; harvesting all parentheticals yields the house fabric vocabulary (Weightless, Flyweight, Weightless Stretch, Comfort Stretch, Tencel Jersey, Sateen, Corduroy, Recycled Leather). Weightless and Flyweight are distinctly house names. LYCRA(R) is licensed and explicit: ""AGOLDE is proud to partner with The LYCRA Company to introduce Bio-derived LYCRA(R) fiber"". SHARED PARENT CONFIRMED: Fabric_Comfort Stretch and Fabric_Regenerative Cotton are identical tag values on citizensofhumanity.com, and both sites use the same Fabric_* facet scheme - the two houses share fabric vocabulary as expected."
Joe's Jeans,names_technology,"House: AIRSOFT(TM) (site says ""a Joe's trademark""); Kinetic; Kinetic Soft; Flawless; Weightless; Vintage Stretch; Heirloom Denim; Denim Comfort Stretch; Denim Super Stretch; Denim Rigid; Earth Conscious. Licensed: LYCRA(R); ""Made with LYCRA(R)""; dualFX(R); T400 (composition_only); Tencel (composition_only)",both,"2294 products in feed. Kinetic 176, Vintage Stretch 115, Weightless 105, Flawless 101, Tencel 94, Lycra 36, Airsoft 35, Heirloom Denim 19, T400 17, dualFX 3",https://www.joesjeans.com/products.json,"Channel 1 Shopify catalogue census: /products.json?limit=250 paged 1-11 to an EMPTY page (250x9/44/0) = 2294; did not stop on the short page 10. Server JSON grepped on word boundaries (title, body_html, product_type, tags, options) plus trademark-symbol harvest, and the fabric: tag facet enumerated. live: cotton 1831/2294, pocket 829/2294 - two unrelated live controls, neither saturated. null: zzzqqxwv 0/2294. channel: composition percentage present 2264/2294.","Deepest house fabric system after AG, and the only brand that says so in its own words: ""Crafted from our AIRSOFT(TM) fabric - a Joe's trademark that has premium stretch and ultimate comfort"". FIT vs FABRIC: Joe's separates the two explicitly in its own tag namespaces - fit_* / style_* tags carry the garment (fit_Straight + Narrow, style_Brixton) and fabric:* tags carry the fabric (fabric:Airsoft, fabric:Kinetic, fabric:Flawless, fabric:WEIGHTLESS, fabric:Vintage Stretch, fabric:Heirloom Denim). So the decision needed no inference - the site's own facet makes it. Note ""THE AIRSOFT ASHER"" puts the fabric name INTO the product title: Asher is the fit, Airsoft the fabric, which is the opposite convention to AG and would fool a title-only reading. T400 (LYCRA T400) appears only inside percentage lines (""70% Cotton, 17% Tencel, 6% Polyester, 5% T400, 2% Lycra"") = composition_only, as is Tencel. dualFX(R) and LYCRA(R) are The LYCRA Company's licensed marks and were found by the trademark harvest, not the term list. MULTI-BRAND: vendor field is only Joe's(R) Jeans / JOE'S JEANS / Joe's Jeans - single house, no stocked labels to separate."
